customerID,tenure,MonthlyCharges,churn_risk
5919-TMRGD,1,79.35,0.8361073442433942
8108-UXRQN,11,50.55,0.21090472385462192
9191-MYQKX,7,75.15,0.5347068300618399
9919-YLNNG,42,103.8,0.33298886612054185
0318-ZOPWS,49,20.15,0.04137780688393934
4445-ZJNMU,9,99.3,0.6731548748914892
4808-YNLEU,35,62.15,0.15660411394487433
1862-QRWPE,48,20.65,0.04438871381720173
2796-NNUFI,46,19.95,0.04225313155547426
3016-KSVCP,29,33.75,0.1595847793622845
4767-HZZHQ,30,82.05,0.29158600985735666
2424-WVHPL,1,74.7,0.8023487931415552
7233-PAHHL,66,84.0,0.08922993231430221
6067-NGCEU,65,111.05,0.15208853715029
9848-JQJTX,72,100.9,0.12187790433033585
8637-XJIVR,12,78.95,0.4680325238509582
9803-FTJCG,71,66.85,0.04246315854421917
0278-YXOOG,5,21.05,0.2717263228379942
3212-KXOCR,52,21.0,0.04816836917729999
4598-XLKNJ,25,98.5,0.39994050623117466
6380-ARCEH,1,20.2,0.4178803967771662
3679-XASPY,1,19.45,0.32728164452638275
7123-WQUHX,38,95.0,0.30279721118353753
5386-THSLQ,66,45.55,0.07375684309868154
3192-NQECA,68,110.0,0.1506090803731699
6180-YBIQI,5,24.3,0.2859422837900599
6728-DKUCO,72,104.15,0.11994971241863146
9750-BOOHV,32,30.15,0.17068633667143715
8597-CWYHH,43,94.35,0.2681164932550217
2848-YXSMW,72,19.4,0.02111110863970915
0486-HECZI,55,96.75,0.26747242898542317
4549-ZDQYY,52,57.95,0.1230214586228352
5712-AHQNN,43,91.65,0.2142909230586822
4846-WHAFZ,37,76.5,0.2615032856215448
5256-SKJGO,64,54.6,0.05612754007633846
3071-VBYPO,3,89.85,0.6401236767120699
9560-BBZXK,36,31.05,0.1680234393657111
5299-RULOA,10,100.25,0.6947786774459433
8402-OOOHJ,41,20.65,0.04587649275696314
9445-ZUEQE,27,85.2,0.31637893758117774
1091-SOZGA,56,99.8,0.2639220045971309
2928-HLDBA,6,20.7,0.11517543587858121
0404-SWRVG,3,74.4,0.5981162936123696
6497-TILVL,7,50.7,0.2308432968657164
7219-TLZHO,4,20.85,0.16490987366927215
4622-YNKIJ,33,88.95,0.3045213770591724
4412-YLTKF,27,78.05,0.2921469607777467
6734-PSBAW,72,23.55,0.021871122930193696
3930-ZGWVE,1,19.75,0.34091435047411117
2639-UGMAZ,71,56.45,0.046344238528474045
2876-GZYZC,13,85.95,0.5601634877553971
6207-WIOLX,25,58.6,0.16116738828488508
8587-XYZSF,67,50.55,0.06282604624048341
3091-FYHKI,1,35.45,0.5511822068211606
2372-HWUHI,2,44.35,0.5759669583653179
7799-LGRDP,43,25.7,0.06189061447010952
7850-VWJUU,23,75.0,0.30169246693930996
3774-VBNXY,64,20.2,0.01784964040791715
6217-KDYWC,57,19.6,0.03722021632607956
0390-DCFDQ,1,70.45,0.7793834231278283
3146-MSEGF,72,88.05,0.05521510719340232
4080-OGPJL,8,71.15,0.5016810462160924
1095-WGNGG,61,101.05,0.19702408752976652
2636-SJDOU,64,84.3,0.08612852561992596
1131-QQZEB,71,23.95,0.021927804781805525
5716-EZXZN,65,99.05,0.18547774200452882
6837-BJYDQ,3,19.6,0.20586356245124032
2135-RXIHG,1,45.65,0.5646138388540226
6440-DKQGE,30,64.5,0.15575001448552248
3466-BYAVD,15,69.5,0.3122623124378929
3780-YVMFA,8,68.55,0.2656917793024858
3874-EQOEP,7,95.0,0.6812042639728335
1679-JRFBR,70,108.15,0.14406629205047541
9073-ZZIAY,62,86.1,0.08152122393456185
3077-RSNTJ,6,19.7,0.1261368764536409
6551-GNYDG,14,80.9,0.4884303156874752
9167-APMXZ,22,84.15,0.33433335993647245
2749-CTKAJ,22,20.15,0.05170478714520523
6371-NZYEG,16,64.25,0.22459635525411736
7554-NEWDD,10,25.7,0.16173626156802992
8992-VONJD,13,56.0,0.20910254451339938
0867-MKZVY,20,82.4,0.3280179440454029
4482-EWFMI,2,69.7,0.5904728224770761
4648-YPBTM,53,73.9,0.158400734520466
2907-ILJBN,11,20.6,0.10325343405104284
6345-FZOQH,69,19.9,0.017730308905315968
3376-BMGFE,4,70.9,0.5765422445718367
5997-OPVFA,72,89.05,0.05751747518434534
3445-HXXGF,58,45.3,0.10741625033013616
1159-WFSGR,16,20.4,0.09174563204996772
7654-YWJUF,43,84.25,0.22745326195176493
1875-QIVME,2,104.4,0.7163918598758261
6727-IOTLZ,14,81.95,0.48089791766180634
0691-JVSYA,53,94.85,0.25243783213082027
5918-VUKWP,32,20.55,0.040730284016667076
1744-JHKYS,34,24.7,0.04979936910299239
2656-FMOKZ,15,74.45,0.4542876639936426
2070-FNEXE,7,76.45,0.5506759039890305
5947-SGKCL,15,105.35,0.4712709834245759
3712-PKXZA,61,20.55,0.021219531779640328
6317-YPKDH,1,29.95,0.5285597460268936
6582-OIVSP,1,45.3,0.5667566959968797
9367-WXLCH,8,84.5,0.6117013450886938
5524-KHNJP,33,74.75,0.2753794978466933
1918-ZBFQJ,13,79.25,0.48297680161560363
1024-GUALD,1,24.8,0.5353488481048017
4827-USJHP,20,51.8,0.17523957590719508
8167-GJLRN,3,30.4,0.4468374323957104
0956-SYCWG,13,19.65,0.09172205112565321
8017-UVSZU,40,56.6,0.15690559815081528
7100-FQPRV,43,71.9,0.2016769846997661
2472-OVKUP,6,91.0,0.6454825530574564
2984-RGEYA,69,19.75,0.018973437341098076
9680-NIAUV,72,109.7,0.08861684667913906
2146-EGVDT,59,19.3,0.035730627304026395
2604-IJPDU,20,96.55,0.39019797983552956
9178-JHUVJ,24,24.1,0.059768174129409296
6168-YBYNP,59,111.35,0.2191634037516007
7255-SSFBC,72,112.25,0.08606087217923825
3645-DEYGF,1,20.75,0.37021134089032254
9323-HGFWY,27,101.9,0.3905576219724826
8544-GOQSH,14,80.05,0.46496253560847023
3363-DTIVD,71,105.55,0.12408715056434078
7018-WBJNK,13,78.3,0.45667037049955744
9142-KZXOP,44,68.85,0.13506706223004267
7674-YTAFD,33,79.95,0.2826691885860921
6348-SNFUS,72,55.45,0.04482745742580874
1285-OKIPP,1,79.9,0.8360753050181486
7825-ECJRF,19,106.6,0.4002023027607834
1347-KTTTA,64,102.45,0.1813567941455472
7841-TZDMQ,2,46.0,0.5395152641382733
4195-NZGTA,1,25.25,0.5345979009337298
7157-SMCFK,61,19.75,0.030371365531217605
4709-LKHYG,29,20.0,0.04238931244947255
2504-DSHIH,23,86.8,0.33155596090302875
0699-NDKJM,57,58.75,0.08767689807613153
9286-BHDQG,72,45.25,0.07086888179271604
0230-WEQUW,66,56.6,0.0539641961161868
2040-LDIWQ,65,84.2,0.08997220153131572
6496-JDSSB,8,80.0,0.5520648694434573
9408-SSNVZ,4,70.15,0.5593099029100828
4443-EMBNA,71,24.75,0.01969854687568815
6469-MRVET,1,20.2,0.4178803967771662
0742-MOABM,4,50.05,0.45491089091787196
5961-VUSRV,12,19.35,0.10307428992220528
6778-JFCMK,24,50.6,0.15014600542036508
6341-JVQGF,31,81.15,0.28889949184799385
2232-DMLXU,1,55.2,0.5547565364610856
4811-JBUVU,30,89.9,0.3123207070998958
0945-TSONX,47,85.3,0.19428333279731977
2651-ZCBXV,54,108.0,0.2922595387800736
3316-UWXUY,50,93.5,0.21360445401731148
8937-RDTHP,1,84.6,0.8229557245188076
7083-MIOPC,72,20.25,0.016367470303816908
1984-GPTEH,29,25.15,0.07335600415457094
1251-KRREG,2,54.4,0.4823022198656136
0621-JFHOL,10,29.6,0.25996604975576054
9903-LYSAB,18,73.15,0.28506019384358644
0094-OIFMO,11,95.0,0.6355585935946655
9227-UAQFT,16,19.75,0.0959585620337403
7301-ABVAD,72,86.6,0.05716450190688737
6614-FHDBO,72,109.2,0.09660318960604904
7576-ASEJU,41,74.7,0.22961899597732816
9058-HRZSV,65,94.4,0.1673906256741472
4522-AKYLR,13,54.8,0.20636588334215197
0221-WMXNQ,4,75.35,0.6177897858319082
0303-UNCIP,41,65.0,0.15561835887032635
9947-OTFQU,15,74.4,0.442957513956192
0322-YINQP,1,48.55,0.5154109855870047
0959-WHOKV,42,99.0,0.32113594988555305
4075-JFPGR,51,93.5,0.20468051746109173
4629-NRXKX,2,70.4,0.61302984157259
9514-JDSKI,1,40.2,0.5501768755187996
3282-ZISZV,32,83.7,0.306165962788219
3675-YDUPJ,10,19.85,0.12101133464056298
4111-BNXIF,67,59.55,0.05075682370411263
7017-VFHAY,61,115.1,0.15666549617577277
6655-LHBYW,50,114.35,0.2768422069234616
4959-JOSRX,2,44.6,0.5846564066715135
5046-NUHWD,29,45.0,0.1434381018723017
7273-TEFQD,3,41.15,0.47697324841407346
3606-TWKGI,13,106.9,0.6105047948312204
7529-ZDFXI,57,89.85,0.12699891073945743
7605-BDWDC,31,49.85,0.1476021152574392
1950-KSVVJ,45,113.3,0.27980133861945305
0123-CRBRT,61,88.1,0.08505048702279963
6292-TOSSS,50,24.9,0.04730979366380723
3197-ARFOY,19,105.0,0.4089552591164521
6323-AYBRX,59,19.35,0.0469787800153487
7014-ZZXAW,71,24.25,0.021927804781805525
4385-GZQXV,16,94.45,0.4839443101637557
7633-MVPUY,57,59.75,0.08638491941743996
6366-ZGQGL,1,24.8,0.5353488481048017
4716-HHKQH,20,107.05,0.3760182312440433
5940-AHUHD,1,70.6,0.7793834231278283
6432-TWQLB,5,85.4,0.6345088564415039
4484-GLZOU,52,105.05,0.3080976776939865
3179-GBRWV,21,64.95,0.16249246306866208
8645-KWHJO,14,55.0,0.20827462052801132
4130-MZLCC,5,50.55,0.34867792797293234
0314-TKOSI,6,55.15,0.26179227539302025
8229-MYEJZ,10,51.2,0.21834945079924925
2080-SRCDE,1,25.4,0.4906763379586961
9577-WJVCQ,68,54.45,0.056228900167483956
9512-UIBFX,18,95.15,0.3937032685230503
6202-DYYFX,22,76.0,0.3004135183106136
3808-HFKDE,20,44.35,0.18869088437697198
5583-SXDAG,1,70.0,0.8011903124071604
3488-PGMQJ,8,74.5,0.5449517522531737
3580-REOAC,10,44.85,0.2343080490453075
7534-BFESC,24,76.1,0.29419622898964826
3727-OWVYD,35,61.2,0.15074639533822173
2294-SALNE,23,86.8,0.33155596090302875
4847-TAJYI,6,89.35,0.6292769220746043
1563-IWQEX,12,19.7,0.09979267502370964
8203-XJZRC,1,20.25,0.38409499310910666
6556-DBKZF,71,76.05,0.06490947003175666
6851-WEFYX,35,100.8,0.3380299140558438
2985-JUUBZ,40,74.55,0.2532698763378133
6390-DSAZX,1,73.6,0.7775183437627489
0895-LMRSF,23,64.9,0.16266133698655388
8098-LLAZX,4,95.45,0.688961272875747
8266-VBFQL,4,90.4,0.6565668929514752
8181-YHCMF,68,60.3,0.05075682370411263
2240-HSJQD,38,81.85,0.24766638544735067
1248-DYXUB,52,24.8,0.04638208297229651
0265-EDXBD,32,74.9,0.27762103673432287
4115-BNPJY,29,75.55,0.2794297189299009
3167-SNQPL,38,101.15,0.3299046897998191
4091-TVOCN,48,78.75,0.17349153730610797
1098-TDVUQ,1,19.25,0.28422209456164604
7277-OZCGZ,22,89.05,0.33484179657614827
1557-EMYVT,43,115.05,0.29920517850917466
2799-ARNLO,5,69.35,0.48609172755529484
7563-BIUPC,5,80.6,0.6141253292978244
5027-YOCXN,51,110.05,0.293849163198931
3973-SKMLN,71,19.9,0.015981525996420953
2321-OMBXY,38,80.3,0.2761158724602862
2840-XANRC,24,93.15,0.32992290300171395
6745-JEFZB,35,91.5,0.26352243466188924
5020-ZSTTY,54,82.45,0.18280454176839986
9880-TDQAC,72,60.0,0.04407474279769009
8705-WZCYL,1,44.8,0.5484656094671845
7102-JJVTX,9,48.6,0.25128304309804894
8626-PTQGE,69,60.05,0.04906816688722946
4983-CLMLV,52,102.7,0.3012368754396686
5701-YVSVF,11,82.9,0.515856290784545
5804-LEPIM,2,70.35,0.609898371593294
5697-GOMBF,28,35.9,0.15791727610845394
2739-CACDQ,17,82.65,0.3988383714406418
9385-EHGDO,35,19.85,0.04230850405534282
9498-FIMXL,8,19.2,0.12166331419822761
2379-GYFLQ,46,94.9,0.2611886801379227
0122-OAHPZ,7,73.85,0.5397596055150394
2868-SNELZ,2,80.6,0.6899550708045997
4322-RCYMT,68,75.8,0.08393497865823964
6680-NENYN,43,104.6,0.33727140060305094
2088-IEBAU,68,88.15,0.08266142011102458
7982-VCELR,36,94.8,0.29941730780993225
1343-EHPYB,63,103.4,0.17878001062738125
6035-BXTTY,32,54.65,0.14684846665642687
6885-PKOAM,71,85.75,0.060500982930606545
7520-HQWJU,66,67.45,0.05276801555728685
9639-BUJXT,63,20.5,0.016603844049109077
5924-SNGKP,41,20.25,0.0525541132118446
0021-IKXGC,1,72.1,0.7742664640635007
2034-GDRCN,2,90.4,0.7062696162037484
8966-SNIZF,70,19.45,0.019690098947935733
6243-OZGFH,23,44.95,0.17256059650574226
4654-DLAMQ,64,97.0,0.17606755289968587
0513-RBGPE,37,62.8,0.15660411394487433
5160-UXJED,17,44.6,0.22133958827156225
4115-NZRKS,7,89.15,0.620317137072134
0219-YTZUE,4,84.8,0.6527356765926382
0623-IIHUG,21,41.9,0.18622502037160021
4572-DVCGN,10,80.25,0.5639821859710797
3351-NGXYI,16,54.1,0.22833670243377488
8984-EYLLL,64,105.25,0.17724221876241297
9057-MSWCO,27,30.75,0.17272072750416403
9833-TGFHX,42,97.1,0.31018902081581823
9294-TDIPC,5,20.2,0.1393159989991487
5229-DTFYB,41,98.8,0.3180860669556286
0104-PPXDV,58,50.3,0.10071650408025055
5176-LMJXE,47,20.55,0.039871862634483744
3583-KRKMD,18,75.9,0.31932931085505845
1010-DIAUQ,5,96.5,0.6912694995305276
9069-LGEUL,23,59.95,0.15100297981771502
7302-ZHMHP,1,19.15,0.2694930960139898
9571-EDEBV,71,98.65,0.12986866946979375
3520-FJGCV,72,112.6,0.08606087217923825
6563-VRERX,33,20.6,0.04853332855512347
0259-GBZSH,2,85.65,0.7178824362894555
6122-EFVKN,24,35.75,0.17407153884951065
2805-EDJPQ,56,99.75,0.2639220045971309
6862-CQUMB,37,96.1,0.3207510308952882
7156-MXBJE,43,85.1,0.2221106110925927
6158-HDPXZ,1,25.35,0.4906763379586961
9601-BRXPO,25,104.95,0.39944793513862037
2863-IMQDR,61,89.65,0.08405777968031648
5686-CMAWK,17,86.75,0.41182340980366694
5651-CRHKQ,41,86.2,0.2547683944299276
6905-NIQIN,1,50.65,0.5712536711283379
8204-YJCLA,72,64.8,0.04115610437460011
5167-ZFFMM,1,90.85,0.8211001280588992
6583-SZVGP,48,108.1,0.2931381415620478
4895-TMWIR,11,19.95,0.12469448183199529
0533-BNWKF,55,85.45,0.16171423682359912
1708-PBBOA,42,54.75,0.15317798057650733
8782-LKFPK,44,90.4,0.18980271467215393
5522-JBWMO,1,44.0,0.5407868855532955
3597-MVHJT,27,95.6,0.3823794900921012
9774-NRNAU,27,84.8,0.31698423599135694
0224-RLWWD,2,44.3,0.5262955001061621
9967-ATRFS,19,19.9,0.05638599052534622
3951-NJCVI,42,95.05,0.2831570371801093
2977-CEBSX,66,90.05,0.08355218424097992
0177-PXBAT,33,109.9,0.31007383427802704
6599-CEBNN,34,73.95,0.2629765527959183
2519-ERQOJ,33,54.6,0.14439987673585028
5876-QMYLD,23,20.05,0.043974360544806274
2277-AXSDC,32,19.75,0.041885450287515856
9442-JTWDL,11,20.05,0.10453802660810829
0979-PHULV,69,99.45,0.1707243491104669
3067-SVMTC,68,55.9,0.0539641961161868
5495-GPSRW,20,19.7,0.049889263783130716
7606-BPHHN,72,19.8,0.01651441511749948
4742-DRORA,60,95.4,0.17671282284532464
0111-KLBQG,32,93.95,0.3346312796292944
4800-VHZKI,1,19.9,0.382265706512691
7989-CHGTL,1,19.6,0.35528322583897887
0334-GDDSO,3,81.35,0.6195285225411932
4163-NCJAK,46,24.45,0.055904878329494256
5233-AOZUF,29,74.95,0.28063908801734605
5973-EJGDP,51,87.35,0.17835647938407423
1996-DBMUS,48,70.65,0.14916350711623086
7916-VCCPB,16,73.25,0.394532203204621
4686-GEFRM,70,98.7,0.15893509337600129
5249-QYHEX,40,24.8,0.05730484921950604
0578-SKVMF,22,83.3,0.3316411921041992
5564-NEMQO,1,75.3,0.8137615737959447
2233-FAGXV,5,24.3,0.3266386402059453
5605-IYGFG,7,69.85,0.4098692736025498
7663-ZTEGJ,29,100.55,0.3742522444220031
3935-TBRZZ,44,25.7,0.05732862074440082
8111-BKVDS,10,40.7,0.23232473779810078
2055-SIFSS,55,51.65,0.11980102571574752
2806-MLNTI,52,105.1,0.29601955454924517
8734-DKSTZ,10,85.95,0.5957403688168418
4360-PNRQB,18,75.6,0.3247825640606866
6152-ONASV,68,58.25,0.05204880236280421
9063-ZGTUY,61,19.4,0.04155153228599897
7781-HVGMK,72,65.2,0.04753467353435656
2181-UAESM,2,53.45,0.48628671401406826
2957-LOLHO,12,45.4,0.2218063818992635
6048-NJXHX,41,19.75,0.05195261617384921
2320-SLKMB,26,44.45,0.15433184450229998
4980-URKXC,36,20.85,0.043259997565725614
4376-KFVRS,72,114.05,0.08231646107643428
5886-VLQVU,35,89.85,0.26975776563237375
3577-AMVUX,1,55.05,0.5688312309488572
0771-WLCLA,16,112.95,0.39264170587433234
5628-RKIFK,49,101.55,0.30838903734695383
0206-TBWLC,54,114.65,0.25884497310640997
2937-FTHUR,18,64.8,0.18761609459167888
1910-FMXJM,36,80.4,0.2671044670565331
7752-XUSCI,60,105.9,0.20694747525293905
4110-PFEUZ,1,69.55,0.8467111968755502
0732-OCQOC,52,25.05,0.047418116558441394
5168-MSWXT,8,94.75,0.651006513632382
1090-ESELR,72,105.5,0.11567303167869893
8592-PLTMQ,64,24.7,0.019228696369450914
5760-WRAHC,22,69.75,0.23304567947114777
8847-GEOOQ,60,60.2,0.06140192063372045
0256-LTHVJ,28,81.05,0.2922649083201275
4785-FCIFB,61,24.4,0.025897705993578306
8313-NDOIA,24,104.15,0.4026038297121062
5149-CUZUJ,28,92.9,0.3163750730782738
0942-KOWSM,30,80.8,0.2869644260011522
4237-CLSMM,2,20.0,0.18328842603282894
1452-VOQCH,1,75.1,0.8059455830379046
4719-UMSIY,6,19.65,0.12823363840915714
6614-VBEGU,24,69.45,0.2019445090104554
0880-TKATG,4,101.15,0.7133671239613644
3811-VBYBZ,7,99.8,0.705310482455501
1480-BKXGA,72,116.05,0.07795028096969096
2996-XAUVF,70,40.05,0.07953551815334467
9076-AXYIK,64,102.1,0.1925669203543641
5968-XQIVE,72,89.7,0.0538441059816584
8896-RAZCR,44,19.9,0.04225313155547426
4640-UHDOS,13,55.95,0.205362748595032
4933-IKULF,17,20.65,0.08561977603849191
3583-EKAPL,1,55.0,0.5688312309488572
1304-BCCFO,9,70.05,0.46443939387888106
4104-PVRPS,24,53.6,0.14754968931560006
9399-APLBT,1,74.7,0.8023487931415552
2359-KMGLI,24,80.25,0.30182272915583364
3780-DDGSE,35,76.05,0.26159615823325416
4431-EDMIQ,7,75.7,0.5509130689634758
0306-JAELE,5,96.1,0.692499089945685
6227-HWPWX,15,69.0,0.2788094253963181
0486-LGCCH,11,19.65,0.10716856858155653
0447-BEMNG,48,45.3,0.13382524225822806
4612-SSVHJ,20,81.45,0.3167518352785037
5168-MQQCA,72,108.5,0.09608142095330083
5949-XIKAE,8,83.55,0.6012288854990162
7971-HLVXI,72,84.5,0.0588799690121939
9094-AZPHK,15,100.15,0.5237599556344459
3649-JPUGY,72,88.6,0.05751747518434534
4472-LVYGI,0,52.55,0.16378443210457053
8372-JUXUI,1,74.35,0.790320517091592
3552-CTCYF,63,104.8,0.1763821405156494
6778-YSNIH,2,59.0,0.47793598384756564
0388-EOPEX,2,74.4,0.6374379677124965
5756-OZRIO,61,64.05,0.054437166854738185
6579-JPICP,1,20.4,0.3524915507327971
8205-OTCHB,22,43.75,0.19188720179936808
4134-BSXLX,28,60.9,0.1505979734099507
0505-SPOOW,70,19.8,0.01832355852861725
6235-VDHOM,5,28.45,0.35991182736156424
7783-YKGDV,12,99.7,0.649615565976369
4374-YMUSQ,34,116.25,0.28517150645157463
4513-CXYIX,71,80.7,0.06488143175292053
3957-HHLMR,70,65.2,0.05862685974619425
7803-XOCCZ,52,84.05,0.17663760078255136
5736-YEJAX,69,79.45,0.08101382757300772
5609-CEBID,20,94.1,0.3720375663557659
8981-FJGLA,11,78.0,0.488155253438196
7218-HKQFK,2,94.2,0.7289658035045732
4636-QRJKY,6,80.5,0.5991733549241407
1135-LMECX,1,19.85,0.3523477006497063
4332-MUOEZ,20,94.3,0.3720375663557659
8535-SFUTN,61,106.45,0.1980817446347151
5956-VKDTT,5,74.35,0.606797738713254
8677-HDZEE,56,105.45,0.27010685985129756
2475-MROZF,30,95.0,0.34785285500896246
9412-GHEEC,40,104.8,0.3332467916773954
3482-ABPKK,28,54.3,0.14577213723586627
6705-LXORM,5,70.05,0.5550350836679884
0257-ZESQC,27,75.2,0.2815494858519296
7531-GQHME,12,20.05,0.09368979994590669
5174-ITUMV,67,105.4,0.17858629851847205
4109-CYRBD,29,51.6,0.13523688673321588
0913-XWSCN,55,85.5,0.1595092146298136
6825-UYPFK,23,75.6,0.3006250137949849
8397-MVTAZ,34,100.05,0.34412268559724396
0750-EBAIU,52,91.25,0.16414420049463418
8606-CIQUL,72,115.75,0.07795028096969096
3571-DPYUH,58,94.7,0.2153144357041945
7601-GNDYK,35,19.6,0.041968952922891524
0356-OBMAC,56,99.9,0.2713839841254641
8067-NIOYM,24,21.1,0.0517164945364857
1403-GYAFU,70,20.05,0.017121861251569434
4234-XTNEA,2,79.95,0.688115807698004
1297-VQDRP,68,107.15,0.1651490305896306
9282-IZGQK,1,85.0,0.8269172629803461
5348-CAGXB,12,89.55,0.5484043467454383
0621-HJWXJ,63,81.55,0.08004577855582001
5844-QVTAT,33,58.45,0.15094641051358543
8905-IAZPF,69,95.65,0.16119769016373262
5394-MEITZ,60,80.6,0.08205428477845596
6859-QNXIQ,72,113.1,0.08606087217923825
2782-LFZVW,11,58.95,0.20706974944101803
2866-IKBTM,1,19.55,0.2962730133305919
1342-JPNKI,10,86.05,0.5974238917835507
2817-NTQDO,13,45.55,0.20131749664734394
7129-AZJDE,34,78.95,0.26794884846384803
6986-IJDHX,39,86.3,0.2669052501795614
2560-PPCHE,65,105.05,0.1771109065412904
4676-MQUEA,50,101.9,0.2995935076092907
8138-EALND,15,19.75,0.09387435066085233
3580-HYCSP,72,110.3,0.08606087217923825
1352-HNSAW,72,115.6,0.07795028096969096
2075-PUEPR,55,19.35,0.045542847917589405
1982-FEBTD,23,25.6,0.06222994364080853
5301-GAUUY,32,80.35,0.28799648181454907
5791-KAJFD,56,68.75,0.09577578827391674
2654-VBVPB,1,19.9,0.382265706512691
1154-HYWWO,38,70.6,0.22662421554563422
2501-XWWTZ,11,70.2,0.41727356256680054
3716-UVSPD,1,49.3,0.5154109855870047
6815-ABQFQ,56,107.25,0.2688476811507117
7343-EOBEU,3,23.6,0.35328889316559325
3701-SFMUH,7,69.7,0.4098692736025498
6103-LIANB,59,99.5,0.23284491747685268
7319-VENRZ,7,64.3,0.2186340838280224
5846-NEQVZ,71,70.85,0.06016618303241619
6967-QIQRV,15,101.9,0.45160113513320993
5781-RFZRP,71,73.5,0.062080214838461906
0939-YAPAF,35,100.25,0.34381337475802876
0308-IVGOK,11,40.4,0.21999608255365813
7293-LSCDV,60,19.25,0.04052222566200957
7025-WCBNE,47,59.6,0.129445317348154
5756-JYOJT,11,64.9,0.2134678486057976
4710-FDUIZ,56,100.3,0.2732736932889952
6030-REHUX,28,110.85,0.3307846728930118
9548-LIGTA,61,81.05,0.0814288834175295
5150-LJNSR,31,98.05,0.3542353710728409
8270-RKSAP,9,70.5,0.47694640271760713
6522-YRBXD,35,94.55,0.30332030795221526
2640-LYMOV,2,19.65,0.19848811729447746
1218-VKFPE,12,19.0,0.12398113750910361
